time_s,sample_time,file_offset,c0_address,mapped_address,channel,register,data,same_wait_order_all,same_wait_order_selected,current_frac,current_low,current_high,current_16_8,loop_low,loop_high,loop_16,end,delta,volume_l,volume_r,control,bank,full_rom_address,type80_block,payload_index,enabled,audible,start_retrigger
28.539206,1258579,0x0315F2,0x0007,0x07,0,delta,0x4A,2,2,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.539229,1258580,0x0315F7,0x0086,0x86,0,ctrl,0x5A,0,0,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,retrigger_commit
28.573447,1260089,0x03164F,0x0008,0x08,1,cur_low,0x1D,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x5A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.573492,1260091,0x031654,0x000C,0x0C,1,loop_mid,0x00,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x5A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.573492,1260091,0x031658,0x008C,0x8C,1,cur_mid,0x00,1,1,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x5A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,current_low_write
28.573492,1260091,0x03165C,0x000D,0x0D,1,loop_high,0x00,2,2,0x1D,0x00,0x96,0x96001D,0x00,0x00,0x0000,0xD5,0x5A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.573515,1260092,0x031661,0x008D,0x8D,1,cur_high,0x00,0,0,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0xD5,0x5A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,current_pair_complete
28.573515,1260092,0x031665,0x000E,0x0E,1,end,0x03,1,1,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x5A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.573515,1260092,0x031669,0x000F,0x0F,1,delta,0x4A,2,2,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.573537,1260093,0x03166E,0x008E,0x8E,1,ctrl,0x5A,0,0,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,retrigger_commit
28.744807,1267646,0x0316C0,0x0000,0x00,0,cur_low,0x1C,0,0,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
