time_s,sample_time,file_offset,c0_address,mapped_address,channel,register,data,same_wait_order_all,same_wait_order_selected,current_frac,current_low,current_high,current_16_8,loop_low,loop_high,loop_16,end,delta,volume_l,volume_r,control,bank,full_rom_address,type80_block,payload_index,enabled,audible,start_retrigger
5.004535,220700,0x010591,0x00DD,0xDD,11,cur_high,0x0C,2,2,0x00,0x1D,0x0C,0x0C1D00,0x1D,0x0C,0x0C1D,0x2E,0x84,0x3F,0x3F,0xC2,0x40000,0x040C1D,0,0x00000,1,1,current_pair_complete
5.004558,220701,0x010596,0x005E,0x5E,11,end,0x1B,0,0,0x00,0x1D,0x0C,0x0C1D00,0x1D,0x0C,0x0C1D,0x1B,0x84,0x3F,0x3F,0xC2,0x40000,0x040C1D,0,0x00000,1,1,
5.004558,220701,0x01059A,0x005F,0x5F,11,delta,0x78,1,1,0x00,0x1D,0x0C,0x0C1D00,0x1D,0x0C,0x0C1D,0x1B,0x78,0x3F,0x3F,0xC2,0x40000,0x040C1D,0,0x00000,1,1,
5.004558,220701,0x01059E,0x00DE,0xDE,11,ctrl,0xC2,2,2,0x00,0x1D,0x0C,0x0C1D00,0x1D,0x0C,0x0C1D,0x1B,0x78,0x3F,0x3F,0xC2,0x40000,0x040C1D,0,0x00000,1,1,retrigger_commit
5.019048,221340,0x0105A5,0x000A,0x0A,1,vol_l,0x20,0,0,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x20,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,
5.019048,221340,0x0105A9,0x000B,0x0B,1,vol_r,0x20,1,1,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x20,0x20,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,
5.019070,221341,0x0105AE,0x000C,0x0C,1,loop_mid,0x7C,0,0,0x00,0x02,0x60,0x600200,0x7C,0x60,0x607C,0x7F,0x84,0x20,0x20,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,
5.019070,221341,0x0105B2,0x008C,0x8C,1,cur_mid,0x7C,1,1,0x00,0x7C,0x60,0x607C00,0x7C,0x60,0x607C,0x7F,0x84,0x20,0x20,0xD2,0x50000,0x05607C,9,0x0CA52,1,1,current_low_write
5.019070,221341,0x0105B6,0x000D,0x0D,1,loop_high,0x43,2,2,0x00,0x7C,0x60,0x607C00,0x7C,0x43,0x437C,0x7F,0x84,0x20,0x20,0xD2,0x50000,0x05607C,9,0x0CA52,1,1,
5.019093,221342,0x0105BB,0x008D,0x8D,1,cur_high,0x43,0,0,0x00,0x7C,0x43,0x437C00,0x7C,0x43,0x437C,0x7F,0x84,0x20,0x20,0xD2,0x50000,0x05437C,7,0x0B222,1,1,current_pair_complete
5.019093,221342,0x0105BF,0x000E,0x0E,1,end,0x48,1,1,0x00,0x7C,0x43,0x437C00,0x7C,0x43,0x437C,0x48,0x84,0x20,0x20,0xD2,0x50000,0x05437C,7,0x0B222,1,1,
5.019116,221343,0x0105C4,0x008E,0x8E,1,ctrl,0xD2,0,0,0x00,0x7C,0x43,0x437C00,0x7C,0x43,0x437C,0x48,0x84,0x20,0x20,0xD2,0x50000,0x05437C,7,0x0B222,1,1,retrigger_commit
5.098821,224858,0x0105CB,0x002A,0x2A,5,vol_l,0x07,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
